prate,mrate,totpart,totelg,age,totemp,sole,ltotemp
70.7,0.57,289,409,8,737,0,6.602588
100.0,0.04,178,178,33,199,1,5.293305
65.0,0.55,748,1150,18,1198,0,7.088409
75.7,0.33,1212,1601,5,1765,0,7.475906
100.0,0.03,6925,6925,8,8291,0,9.022926
71.7,0.96,104,145,7,291,1,5.673323
91.6,2.09,120,131,5,195,1,5.273
100.0,0.34,236,236,11,258,0,5.552959
57.8,0.04,63,109,8,355,1,5.872118
84.2,0.22,218,259,19,2843,1,7.952615
94.2,1.03,114,121,7,141,1,4.94876
95.0,0.66,1088,1145,25,1352,0,7.20934
100.0,2.79,134,134,23,147,1,4.990433
19.3,0.54,51,264,25,290,0,5.669881
86.1,0.6,118,137,20,160,0,5.075174
82.0,0.17,273,333,7,456,0,6.122493
68.8,0.57,106,154,6,252,0,5.529429
83.2,0.17,129,155,7,199,1,5.293305
85.2,0.88,167,196,13,271,1,5.602119
100.0,0.83,1152,1152,7,5064,0,8.529912
100.0,0.44,143,143,12,184,0,5.214936
77.2,0.57,700,907,7,1324,1,7.188413
77.3,0.92,279,361,8,441,0,6.089045
100.0,1.37,125,125,13,259,1,5.556828
95.0,0.75,680,716,7,716,0,6.57368
99.6,0.4,222,223,9,553,1,6.315358
74.7,0.78,148,198,7,249,1,5.517453
75.9,0.97,82,108,12,146,0,4.983607
81.3,0.38,61,75,5,219,1,5.389072
91.4,1.12,1564,1711,5,3480,0,8.154788
100.0,0.04,281,281,9,369,0,5.910797
70.6,0.17,89,126,6,202,1,5.308268
100.0,0.39,376,376,7,1100,1,7.003066
80.9,0.15,933,1153,8,1337,0,7.198184
88.8,0.65,1154,1300,8,1792,0,7.491087
100.0,0.79,285,285,7,372,1,5.918894
100.0,0.06,208,208,7,250,1,5.521461
100.0,1.69,2074,2074,13,2358,0,7.765569
47.7,0.32,145,304,5,305,0,5.720312
100.0,1.65,768,768,10,1177,0,7.070724
60.1,0.09,196,326,7,369,0,5.910797
67.3,0.69,230,342,24,410,1,6.016157
100.0,0.03,15107,15107,33,43436,1,10.67904
100.0,0.36,1544,1544,18,5356,0,8.585973
82.5,0.23,680,824,8,5356,0,8.585973
100.0,3.39,171,171,14,187,1,5.231109
87.2,0.44,3994,4578,35,4886,0,8.494129
80.1,0.42,1069,1335,33,1997,0,7.599401
95.0,0.37,113,119,31,145,0,4.976734
100.0,0.67,518,518,6,628,0,6.44254
100.0,0.84,216,216,13,217,0,5.379897
91.6,0.48,163,178,7,197,1,5.283204
85.8,0.19,512,597,48,872,0,6.77079
97.8,0.64,394,403,14,435,0,6.075346
93.4,0.28,1556,1666,17,5105,0,8.537975
75.3,0.44,694,922,6,1218,0,7.104965
79.7,3.05,656,823,37,2102,0,7.650645
100.0,2.79,277,277,37,331,0,5.802118
100.0,0.3,875,875,6,2986,0,8.00169
82.1,0.36,193,235,14,258,1,5.552959
86.7,0.69,8252,9517,24,9556,0,9.164925
84.3,1.12,118,140,30,200,1,5.298317
73.5,0.59,202,275,5,302,1,5.710427
82.8,0.1,425,513,28,693,0,6.54103
100.0,2.44,304,304,24,514,0,6.242223
80.5,0.56,1439,1788,20,2036,0,7.618742
65.1,0.17,861,1322,17,2380,0,7.774856
95.7,0.08,134,140,15,161,0,5.081404
99.2,0.02,122,123,36,301,1,5.70711
100.0,0.87,105,105,35,120,1,4.787492
88.3,0.53,203,230,10,286,0,5.655992
100.0,2.49,119,119,12,291,1,5.673323
100.0,2.52,396,396,13,429,0,6.061457
100.0,0.46,248,248,6,350,0,5.857933
92.6,1.9,729,787,8,1028,0,6.93537
57.6,0.37,345,599,8,1178,0,7.071573
77.3,0.32,75,97,25,162,0,5.087596
78.0,0.33,78,100,25,165,0,5.105946
94.4,0.82,1832,1941,29,2016,0,7.608871
100.0,0.78,153,153,8,309,1,5.733341
69.2,0.37,229,331,5,401,0,5.993961
100.0,1.9,499,499,11,43436,1,10.67904
94.8,0.08,184,194,32,221,1,5.398163
100.0,0.44,14869,14869,26,19591,0,9.882826
100.0,0.1,2242,2242,23,7196,0,8.881281
79.7,0.13,165,207,27,236,0,5.463832
83.6,0.57,17794,21283,10,32179,0,10.37907
100.0,0.44,178,178,10,310,0,5.736572
100.0,1.26,252,252,5,276,1,5.620401
100.0,0.96,105,105,20,154,1,5.036952
93.9,1.59,2001,2131,20,3287,1,8.097731
100.0,0.36,126,126,16,249,1,5.517453
80.9,0.9,621,768,8,1591,0,7.372118
81.8,0.12,4934,6035,7,14694,1,9.595195
100.0,1.05,375,375,8,655,1,6.484635
88.1,0.69,207,235,23,295,0,5.686975
100.0,0.76,96,96,15,100,1,4.60517
75.2,0.4,121,161,8,1301,0,7.170888
82.5,1.0,3396,4115,6,6115,0,8.7185
99.8,2.53,449,450,11,662,1,6.495265
98.8,0.41,160,162,23,167,0,5.117994
48.9,0.12,200,409,10,2581,1,7.855932
89.4,0.76,101,113,14,113,0,4.727388
100.0,0.3,135,135,34,237,1,5.46806
100.0,0.71,122,122,18,149,1,5.003946
100.0,0.22,5899,5899,12,18200,0,9.809176
67.1,0.2,2075,3093,6,9574,0,9.166806
81.8,0.31,2018,2466,8,2776,0,7.928766
75.4,0.8,184,244,8,1220,0,7.106606
59.6,0.16,895,1501,13,1770,0,7.478735
100.0,0.44,889,889,8,2068,0,7.634337
86.1,0.97,6824,7925,29,19754,0,9.891111
54.2,0.43,846,1561,35,2208,0,7.699842
56.3,0.43,672,1193,7,2743,0,7.916808
94.8,0.27,128,135,11,136,0,4.912655
94.0,0.78,708,753,5,876,1,6.775366
96.3,0.26,211,219,17,365,0,5.899898
73.6,0.48,78,106,8,245,0,5.501258
29.0,0.25,152,524,8,633,0,6.45047
100.0,1.34,257,257,7,291,1,5.673323
95.7,0.76,4412,4608,31,40378,0,10.60604
73.5,0.09,164,223,5,290,1,5.669881
96.5,1.45,414,429,18,718,0,6.576469
94.6,0.54,194,205,16,718,0,6.576469
85.6,2.93,740,864,15,3285,1,8.097122
100.0,1.26,154,154,7,230,1,5.438079
69.4,0.42,468,674,39,1136,1,7.035269
97.0,0.77,289,298,14,413,1,6.023448
93.5,0.7,1990,2128,18,2380,0,7.774856
88.2,0.49,9596,10885,19,11666,0,9.364434
100.0,0.14,469,469,14,800,0,6.684612
63.0,0.49,269,427,5,427,0,6.056784
54.9,0.02,374,681,9,681,1,6.523562
100.0,0.45,230,230,7,923,0,6.827629
89.8,1.01,469,522,18,781,1,6.660575
100.0,1.16,83,83,10,88,1,4.477337
73.8,0.21,149,202,12,310,1,5.736572
93.8,0.74,767,818,8,1342,1,7.201916
100.0,1.11,274,274,6,551,0,6.311735
72.0,0.3,201,279,7,628,1,6.44254
92.0,0.72,3431,3728,29,3806,0,8.244334
100.0,0.13,2345,2345,27,4467,1,8.404472
100.0,0.25,103,103,7,103,1,4.634729
100.0,2.17,357,357,7,480,1,6.173786
75.3,0.45,320,425,7,466,0,6.144186
76.4,0.1,146,191,4,409,1,6.013715
79.7,0.11,1567,1967,5,3780,0,8.237479
85.1,0.66,5303,6233,24,7473,0,8.919052
92.1,0.51,2358,2561,14,3806,0,8.244334
100.0,1.08,233,233,7,306,1,5.723585
99.6,0.56,946,950,35,1032,0,6.939254
57.8,0.35,2382,4123,5,6875,0,8.835647
100.0,3.67,51567,51567,19,77984,0,11.26426
100.0,0.37,4144,4144,39,5108,1,8.538563
100.0,0.97,1511,1511,8,2168,1,7.681561
56.2,0.14,599,1065,22,1065,0,6.97073
98.6,0.1,1922,1950,7,2137,0,7.667158
100.0,1.85,7665,7665,41,9761,0,9.186151
100.0,0.18,254,254,13,292,1,5.676754
100.0,0.67,149,149,10,176,0,5.170484
100.0,0.67,109,109,33,511,0,6.23637
100.0,1.87,274,274,16,325,1,5.783825
85.7,0.19,873,1019,5,1362,0,7.21671
93.5,0.94,116,124,6,124,0,4.820282
100.0,0.2,123,123,20,131,1,4.875197
100.0,2.28,1173,1173,38,1474,1,7.295735
79.8,0.39,75,94,37,94,0,4.543295
100.0,0.67,107,107,24,107,1,4.672829
57.6,0.07,182,316,9,824,0,6.71417
86.9,0.51,226,260,31,260,1,5.560682
86.0,0.17,4534,5273,32,6093,0,8.714896
100.0,0.96,178,178,9,254,1,5.537334
97.7,0.01,212,217,8,463,0,6.137727
96.8,0.37,1431,1479,9,1479,0,7.299121
99.1,3.73,218,220,7,291,0,5.673323
52.3,0.47,114,218,6,305,0,5.720312
63.0,0.11,384,610,7,3894,1,8.267192
74.3,0.36,575,774,5,1651,0,7.409136
90.8,0.53,1881,2072,15,2072,0,7.63627
87.4,1.62,139,159,6,193,0,5.26269
62.7,0.62,937,1495,8,2614,0,7.868637
50.2,0.77,6218,12391,10,34854,0,10.45892
58.2,0.2,301,517,11,868,0,6.766191
100.0,1.44,394,394,16,940,1,6.84588
49.6,0.03,282,568,7,6610,0,8.796339
73.5,0.59,25007,34004,43,65471,0,11.08936
100.0,1.03,1610,1610,30,3680,1,8.210668
100.0,0.21,134,134,6,160,1,5.075174
100.0,4.37,1250,1250,27,1250,0,7.130899
100.0,0.71,549,549,39,639,1,6.459905
100.0,0.6,14087,14087,19,15464,0,9.64627
100.0,0.03,122,122,10,196,1,5.278115
85.7,0.92,132,154,22,232,0,5.446737
100.0,0.32,312,312,9,365,1,5.899898
95.1,0.2,195,205,13,230,1,5.438079
67.3,0.51,111,165,15,165,0,5.105946
100.0,0.33,146,146,15,171,1,5.141664
100.0,2.11,529,529,19,962,1,6.869014
100.0,3.52,1024,1024,8,2439,1,7.799344
75.9,0.11,630,830,7,1010,1,6.917706
100.0,0.28,6937,6937,31,15663,0,9.659057
70.9,0.23,3586,5057,42,15245,0,9.632007
100.0,0.65,973,973,7,991,1,6.898715
100.0,4.0,147,147,8,430,0,6.063785
100.0,0.27,357,357,19,749,1,6.618739
100.0,0.86,63,63,17,93,0,4.532599
100.0,0.38,146,146,17,147,1,4.990433
57.7,0.33,150,260,7,344,1,5.840641
86.3,0.58,3022,3500,8,11628,0,9.361172
88.8,0.54,213,240,15,240,0,5.480639
64.4,0.42,65,101,15,101,0,4.61512
86.3,0.33,5444,6306,8,10506,0,9.259702
70.0,0.11,175,250,6,465,0,6.142037
94.2,0.85,97,103,5,115,0,4.744932
100.0,0.47,190,190,20,197,1,5.283204
100.0,1.68,129,129,10,185,1,5.220356
74.3,0.09,202,272,5,352,0,5.863631
85.8,3.5,133,155,17,390,0,5.966147
79.3,0.24,562,709,8,813,1,6.700731
66.2,0.7,1017,1536,13,4343,1,8.376321
41.5,0.16,90,217,8,243,1,5.493062
100.0,0.49,131,131,11,153,1,5.030438
67.3,0.74,222,330,13,423,1,6.047372
57.0,0.56,1415,2484,5,2484,0,7.817626
57.0,0.56,1415,2484,5,2484,0,7.817626
85.8,0.76,163,190,11,193,1,5.26269
51.0,0.57,985,1932,6,6631,1,8.799511
95.7,0.34,379,396,19,2176,0,7.685244
86.8,0.64,770,887,8,944,0,6.850126
98.1,0.83,155,158,8,341,1,5.831882
100.0,0.35,229,229,12,439,0,6.084499
100.0,0.4,700,700,20,2872,1,7.962764
30.5,0.25,53,174,7,518,1,6.249975
75.1,0.88,997,1327,5,1930,0,7.565275
100.0,0.55,101,101,6,105,1,4.65396
95.0,0.75,190,200,15,200,0,5.298317
89.8,0.49,272,303,15,303,0,5.713733
93.9,0.53,1038,1106,17,1160,0,7.056175
61.1,0.35,88,144,7,144,1,4.969813
100.0,0.61,786,786,22,1016,1,6.923629
85.3,0.42,475,557,6,2145,0,7.670895
95.7,0.61,199,208,7,234,1,5.455321
100.0,0.81,250,250,5,483,1,6.180017
100.0,0.36,1543,1543,35,3867,1,8.260234
93.7,0.51,59,63,7,78,1,4.356709
82.2,0.72,822,1000,8,1231,0,7.115582
90.5,0.37,152,168,5,368,1,5.908083
100.0,0.24,58,58,8,58,1,4.060443
100.0,3.21,196,196,19,393,1,5.97381
75.1,0.69,1429,1904,7,3245,1,8.08487
96.1,0.93,1401,1458,7,1806,0,7.49887
63.0,0.44,648,1029,26,1616,1,7.387709
44.7,0.16,123,275,16,942,1,6.848005
83.5,0.68,1378,1651,8,1671,0,7.421177
100.0,0.12,404,404,7,664,0,6.498282
100.0,0.31,205,205,7,232,1,5.446737
58.3,0.31,401,688,7,3357,0,8.118803
75.4,0.06,150,199,9,377,1,5.932245
100.0,0.44,153,153,6,231,1,5.442418
90.2,0.62,184,204,7,495,0,6.204558
96.1,0.66,1091,1135,5,1746,1,7.465083
25.1,0.63,104,414,6,630,1,6.44572
80.4,0.6,501,623,25,2066,0,7.633369
100.0,0.09,155,155,8,251,0,5.525453
95.3,0.35,81,85,12,296,0,5.69036
100.0,1.11,941,941,5,2051,1,7.626083
100.0,4.38,1050,1050,5,1601,1,7.378384
60.4,0.41,162,268,6,968,1,6.875232
84.7,0.37,133,157,9,187,0,5.231109
78.2,1.2,1016,1299,6,2812,1,7.941651
100.0,0.19,1614,1614,19,2419,1,7.79111
100.0,0.14,527,527,16,883,0,6.783325
100.0,0.19,596,596,6,859,0,6.755769
100.0,0.81,215,215,20,215,0,5.370638
100.0,1.66,794,794,5,794,0,6.677083
84.5,0.36,142,168,6,3762,0,8.232706
60.8,0.38,234,385,6,3762,0,8.232706
82.1,0.52,366,446,9,564,0,6.335054
98.8,0.5,158,160,7,290,1,5.669881
84.6,0.44,154,182,6,3762,0,8.232706
100.0,3.08,321,321,5,321,1,5.771441
100.0,0.38,385,385,5,385,1,5.953243
79.3,0.36,5390,6801,28,20419,0,9.924221
88.2,0.55,1335,1514,18,1572,0,7.360104
89.9,0.28,1542,1715,19,7127,0,8.871646
89.6,0.34,250,279,30,327,1,5.78996
100.0,1.78,173,173,10,224,1,5.411646
73.0,0.89,100,137,21,157,1,5.056246
100.0,1.08,243,243,20,244,1,5.497168
100.0,1.24,159,159,7,275,1,5.616771
98.3,0.34,1401,1425,27,2619,0,7.870548
100.0,0.83,128,128,24,176,1,5.170484
100.0,0.18,334,334,7,482,0,6.177944
100.0,0.83,171,171,10,268,1,5.590987
90.8,0.5,177,195,16,247,1,5.509388
72.5,0.9,153,211,16,673,0,6.511745
71.5,0.38,241,337,7,580,0,6.363028
100.0,0.88,266,266,7,560,1,6.327937
90.4,0.34,123,136,7,167,1,5.117994
79.2,0.35,282,356,7,438,0,6.082219
95.7,0.6,110,115,8,194,0,5.267858
93.3,0.72,750,804,8,1980,0,7.590852
80.2,0.17,93,116,7,135,1,4.905275
96.6,0.46,338,350,8,1135,0,7.034388
73.9,0.18,283,383,7,509,0,6.232448
96.0,0.19,9270,9655,18,10156,0,9.22582
64.4,0.13,530,823,5,1615,0,7.38709
69.6,0.16,546,785,15,1715,0,7.447168
69.9,0.45,95,136,9,214,0,5.365976
80.0,0.4,220,275,16,325,0,5.783825
87.3,0.55,96,110,7,139,0,4.934474
100.0,0.71,135,135,11,179,1,5.187386
58.0,0.07,94,162,14,162,0,5.087596
100.0,0.74,244,244,21,278,1,5.627621
74.8,0.39,178,238,7,312,1,5.743003
100.0,0.39,2848,2848,24,14884,1,9.608042
82.9,0.74,175,211,14,2598,1,7.862497
100.0,0.3,195,195,8,310,1,5.736572
100.0,0.15,180,180,7,180,0,5.192957
100.0,1.02,798,798,7,2191,0,7.692113
100.0,2.0,111,111,15,163,1,5.09375
81.5,0.44,462,567,14,2662,1,7.886833
65.6,1.0,897,1368,10,1433,0,7.267525
100.0,2.26,1163,1163,10,1433,0,7.267525
46.9,0.95,206,439,8,506,1,6.226537
79.2,0.41,1497,1890,23,2552,0,7.844633
100.0,0.77,126,126,19,158,1,5.062595
53.3,0.97,2156,4048,15,6197,1,8.73182
77.3,0.15,1395,1805,20,2375,0,7.772753
77.9,0.63,109,140,7,1134,1,7.033506
61.8,0.09,320,518,8,688,0,6.533789
84.1,0.21,1335,1588,9,2467,1,7.810758
100.0,0.39,197,197,7,323,0,5.777652
100.0,0.42,128,128,9,166,1,5.111988
89.9,0.36,349,388,7,408,0,6.011267
100.0,0.24,834,834,8,1023,0,6.930495
100.0,3.06,247,247,6,674,1,6.51323
100.0,0.15,811,811,7,1840,1,7.517521
79.0,0.71,113,143,5,198,1,5.288267
100.0,0.23,87,87,11,157,1,5.056246
89.2,0.91,190,213,21,250,1,5.521461
100.0,0.49,241,241,12,281,1,5.638355
100.0,0.33,1509,1509,9,2570,0,7.851661
100.0,0.13,452,452,8,786,1,6.666957
100.0,0.26,150,150,11,150,0,5.010635
50.9,1.92,112,220,9,282,1,5.641907
74.1,0.33,537,725,8,1117,0,7.018402
100.0,2.18,730,730,9,847,1,6.741701
100.0,1.94,193,193,25,193,1,5.26269
80.7,0.54,138,171,7,2002,0,7.601902
91.2,0.44,18794,20599,8,70969,0,11.17
71.9,0.42,31800,44221,8,70969,0,11.17
91.8,0.3,212,231,7,4549,0,8.422663
100.0,3.74,340,340,7,1750,1,7.467371
20.1,0.2,283,1408,5,1408,1,7.249926
100.0,2.0,188,188,13,195,1,5.273
78.7,0.48,2780,3533,19,4158,0,8.332789
92.3,0.33,854,925,23,1277,0,7.152269
86.0,4.63,584,679,7,869,0,6.767343
100.0,0.71,92,92,30,111,1,4.70953
100.0,0.66,142,142,7,186,1,5.225747
90.1,0.11,649,720,20,1733,1,7.457609
91.5,0.82,355,388,25,456,1,6.122493
100.0,0.39,441,441,9,708,0,6.562444
72.5,0.86,1376,1898,20,2247,0,7.717351
82.8,0.57,202,244,7,301,0,5.70711
48.9,0.99,331,677,10,677,1,6.517671
100.0,3.4,165,165,14,174,1,5.159055
100.0,0.19,322,322,7,454,0,6.118097
100.0,1.37,107,107,17,145,1,4.976734
86.2,0.41,581,674,6,1380,0,7.229839
75.7,0.21,171,226,7,305,0,5.720312
100.0,0.3,182,182,7,182,0,5.204007
100.0,0.91,188,188,7,216,1,5.375278
100.0,0.53,109,109,8,177,1,5.17615
100.0,0.32,408,408,8,548,0,6.306275
65.3,0.39,252,386,8,604,1,6.403574
100.0,1.56,1203,1203,44,2304,0,7.742402
85.5,0.3,2291,2679,19,5819,0,8.668883
20.6,0.04,1151,5586,7,5819,0,8.668883
89.8,0.42,336,374,7,1081,0,6.985642
83.8,0.42,325,388,7,583,0,6.368187
100.0,0.48,6888,6888,48,7830,0,8.965717
53.8,0.45,820,1524,8,2629,0,7.874359
61.2,0.2,290,474,5,818,0,6.706862
100.0,0.8,148,148,11,193,0,5.26269
100.0,0.14,221,221,8,234,1,5.455321
48.2,0.11,520,1079,5,2071,0,7.635787
66.3,0.42,450,679,7,759,0,6.632002
69.9,0.54,1817,2600,8,4270,1,8.359369
100.0,0.38,175,175,37,511,1,6.23637
100.0,0.66,96,96,7,132,1,4.882802
100.0,0.61,186,186,6,260,1,5.560682
78.0,0.27,184,236,5,274,1,5.613128
100.0,0.52,259,259,12,484,1,6.182085
50.0,0.41,168,336,15,478,1,6.169611
100.0,0.57,2567,2567,5,6500,0,8.779557
100.0,4.35,127,127,15,230,1,5.438079
100.0,3.46,100,100,20,201,0,5.303305
100.0,0.72,132,132,16,234,1,5.455321
100.0,1.02,268,268,8,457,1,6.124683
100.0,1.44,78,78,10,528,1,6.269096
100.0,0.62,136,136,16,379,0,5.937536
100.0,0.25,214,214,11,242,0,5.488938
88.0,0.43,16236,18442,7,30308,0,10.31917
99.7,0.58,301,302,8,478,1,6.169611
59.9,0.17,124,207,7,389,1,5.963579
100.0,3.71,8449,8449,7,21963,1,9.997114
59.6,0.53,161,270,5,820,0,6.709304
100.0,1.21,126,126,9,232,1,5.446737
100.0,0.25,970,970,26,1030,0,6.937314
100.0,0.55,238,238,6,371,1,5.916202
100.0,1.0,105,105,7,122,1,4.804021
100.0,0.16,166,166,7,346,1,5.846439
68.9,0.12,73,106,6,125,1,4.828314
79.0,0.21,147,186,7,205,0,5.32301
87.0,0.62,100,115,7,124,1,4.820282
100.0,0.34,281,281,7,656,1,6.486161
95.9,0.51,4394,4584,24,5105,0,8.537975
77.2,0.17,404,523,6,645,0,6.46925
100.0,1.24,79,79,7,1090,0,6.993933
100.0,1.13,48777,48777,7,140000,0,11.88025
91.7,0.43,199,217,5,356,0,5.874931
77.7,0.48,87,112,34,146,1,4.983607
100.0,0.43,349,349,7,555,0,6.318968
8.8,0.5,142,1605,14,2215,0,7.703008
60.9,0.37,978,1605,8,2215,0,7.703008
100.0,1.69,289,289,28,497,0,6.20859
100.0,2.36,207,207,5,226,1,5.420535
100.0,1.5,284,284,9,321,1,5.771441
62.6,0.39,555,886,5,1201,0,7.09091
100.0,0.18,113,113,9,186,0,5.225747
100.0,1.07,748,748,20,931,1,6.836259
65.5,0.46,525,802,7,822,0,6.71174
99.0,0.14,307,310,15,1077,1,6.981935
78.5,1.11,299,381,5,531,1,6.274762
100.0,1.73,107,107,7,237,1,5.46806
100.0,0.53,98,98,18,111,1,4.70953
97.0,0.16,96,99,7,121,1,4.795791
89.9,0.39,321,357,8,587,1,6.375025
77.9,0.48,116,149,6,184,0,5.214936
100.0,0.66,65,65,33,80,0,4.382027
100.0,0.41,105,105,13,166,1,5.111988
73.4,0.28,259,353,6,424,0,6.049734
100.0,1.8,165,165,8,219,1,5.389072
100.0,0.74,272,272,8,555,0,6.318968
89.0,0.77,1896,2130,29,2774,0,7.928046
64.7,0.07,311,481,7,1181,0,7.074117
100.0,0.67,220,220,6,220,1,5.393628
89.4,0.37,447,500,5,544,0,6.298949
78.7,0.12,573,728,6,769,0,6.645091
76.9,0.4,681,885,8,1941,0,7.570959
64.6,0.28,747,1157,7,3018,1,8.01235
78.8,1.15,178,226,20,451,1,6.111467
100.0,0.5,131,131,17,160,1,5.075174
83.9,0.41,1787,2129,27,2312,0,7.745868
100.0,0.1,182,182,11,183,1,5.209486
43.6,0.1,3464,7948,8,13072,0,9.478228
95.4,0.3,187,196,7,235,0,5.459586
95.8,0.32,182,190,5,261,1,5.56452
100.0,0.69,134,134,8,169,1,5.129899
73.5,0.17,114,155,6,332,0,5.805135
100.0,0.68,394,394,45,420,0,6.040255
91.3,0.32,158,173,21,628,1,6.44254
82.6,4.13,90,109,6,383,1,5.948035
100.0,0.72,115,115,32,518,0,6.249975
63.4,0.09,4877,7696,9,12539,0,9.436599
50.3,0.1,1110,2208,5,3928,0,8.275886
100.0,0.14,283,283,7,354,0,5.869297
93.7,0.45,208,222,16,419,0,6.037871
99.1,1.46,111,112,37,199,1,5.293305
93.1,0.27,764,821,15,3463,0,8.149891
67.6,0.21,3188,4716,15,6489,0,8.777864
73.4,0.18,370,504,7,628,0,6.44254
85.0,0.37,713,839,27,976,0,6.883462
77.0,0.42,3357,4357,37,11120,0,9.316501
90.4,0.37,2305,2549,22,2549,0,7.843456
37.0,0.22,80,216,7,261,1,5.56452
100.0,0.95,576,576,7,705,1,6.558198
100.0,0.89,531,531,6,1561,1,7.353082
100.0,0.29,278,278,12,2112,0,7.655391
86.4,0.32,445,515,7,693,0,6.54103
49.7,0.18,279,561,7,1162,0,7.057898
100.0,3.73,105,105,20,284,1,5.648974
73.0,0.37,27935,38276,27,53942,0,10.89566
83.5,0.37,58811,70429,27,89177,0,11.39838
100.0,0.15,110,110,30,182,1,5.204007
100.0,0.65,1268,1268,19,1921,0,7.560601
100.0,0.53,353,353,7,677,1,6.517671
100.0,0.19,1390,1390,7,1729,0,7.455298
74.0,0.32,368,497,7,608,0,6.410175
100.0,0.83,125,125,11,132,1,4.882802
72.7,0.82,112,154,16,224,0,5.411646
75.5,0.37,1058,1402,16,1760,0,7.473069
72.6,0.52,191,263,17,744,0,6.612041
99.2,0.69,238,240,28,240,1,5.480639
100.0,0.2,2239,2239,11,2291,0,7.736743
82.6,0.33,314,380,8,1685,0,7.429521
100.0,0.37,132,132,19,138,0,4.927254
98.9,0.65,90,91,7,231,1,5.442418
89.8,0.36,1069,1190,11,3799,0,8.242494
100.0,0.28,113,113,9,3799,0,8.242494
72.9,0.4,194,266,4,363,0,5.894403
100.0,2.16,529,529,30,680,0,6.522093
85.3,1.18,924,1083,8,26052,0,10.16785
96.4,0.32,400,415,11,1301,0,7.170888
100.0,0.29,206,206,8,205,1,5.32301
60.2,0.13,711,1182,8,1529,0,7.332369
100.0,0.66,126,126,5,168,1,5.123964
76.2,0.41,179,235,7,1337,0,7.198184
100.0,1.77,152,152,16,230,1,5.438079
100.0,0.94,356,356,9,366,1,5.902633
