prate,mrate,totpart,totelg,age,totemp,sole,ltotemp
89.6,3.78,180,201,14,350,0,5.857933
71.6,4.18,154,215,5,384,1,5.950643
99.6,1.0,280,281,14,328,1,5.793014
100.0,0.92,310,310,24,385,1,5.953243
100.0,0.57,2749,2749,21,6948,0,8.84621
100.0,0.29,322,322,20,388,1,5.961005
82.5,0.25,950,1151,20,1567,1,7.356918
100.0,0.33,228,228,8,489,0,6.192362
100.0,0.08,1435,1435,15,1719,1,7.449498
44.3,0.11,258,582,5,1013,1,6.920671
100.0,0.58,261,261,6,734,0,6.598509
100.0,0.23,114,114,21,175,0,5.164786
100.0,0.33,223,223,13,322,1,5.774551
100.0,0.2,240,240,7,371,1,5.916202
100.0,1.28,114,114,17,134,1,4.89784
100.0,1.09,67,67,15,168,1,5.123964
100.0,0.56,102,102,9,130,1,4.867535
94.6,0.37,5243,5541,27,6685,0,8.807622
100.0,1.49,416,416,16,1295,0,7.166266
100.0,0.77,117,117,9,150,1,5.010635
74.0,0.18,142,192,15,436,0,6.077642
87.9,0.37,343,390,9,1228,0,7.113142
92.8,0.38,308,332,14,635,0,6.453625
79.5,0.42,454,571,14,962,1,6.869014
100.0,0.4,78,78,12,82,1,4.406719
100.0,4.12,441,441,6,12000,1,9.392662
100.0,0.44,99,99,6,99,1,4.59512
87.2,0.41,170,195,6,202,1,5.308268
100.0,2.0,212,212,7,327,1,5.78996
89.1,0.5,1099,1233,7,1997,1,7.599401
100.0,0.08,226,226,6,449,1,6.107023
100.0,0.23,157,157,5,185,1,5.220356
100.0,1.27,773,773,30,923,1,6.827629
44.7,1.0,519,1162,6,6358,1,8.757469
100.0,0.33,106,106,7,119,1,4.779123
87.6,0.41,254,290,9,338,1,5.823046
66.3,0.61,1202,1813,9,8208,0,9.012864
100.0,0.16,488,488,5,503,1,6.22059
100.0,0.44,127,127,29,214,1,5.365976
100.0,0.74,131,131,5,159,0,5.068904
38.4,0.03,2234,5815,6,9266,0,9.134107
100.0,4.64,150,150,24,356,1,5.874931
39.8,3.0,882,2218,5,2218,0,7.704361
100.0,0.34,561,561,5,1613,1,7.385851
85.2,0.55,276,324,14,331,0,5.802118
99.9,1.67,722,723,29,758,1,6.630683
96.3,0.31,5502,5712,5,10216,0,9.23171
97.6,0.41,820,840,16,877,0,6.776507
99.3,1.24,150,151,7,163,1,5.09375
100.0,1.16,373,373,7,607,1,6.408529
71.7,0.43,195,272,13,461,1,6.133398
100.0,4.25,144,144,6,148,1,4.997212
100.0,0.41,90,90,33,197,1,5.283204
87.0,0.55,114,131,22,1229,0,7.113956
84.6,0.5,838,990,8,1582,0,7.366445
75.5,0.37,1516,2008,7,4273,0,8.360071
62.9,0.2,1368,2176,7,4273,0,8.360071
100.0,3.03,625,625,28,2685,0,7.895436
100.0,0.37,830,830,7,939,0,6.844815
89.0,0.2,291,327,7,1170,0,7.064759
83.3,0.31,2319,2784,10,3154,0,8.056427
82.7,0.33,234,283,7,1153,0,7.050123
100.0,0.41,461,461,6,6938,0,8.844769
100.0,0.41,200,200,6,6938,0,8.844769
100.0,0.41,756,756,6,6938,0,8.844769
100.0,0.41,303,303,6,6938,0,8.844769
87.5,1.0,1633,1867,20,8686,0,9.069468
100.0,2.94,303,303,8,539,0,6.289716
73.9,0.45,133,180,7,302,0,5.710427
64.0,0.84,304,475,5,517,0,6.248043
100.0,0.96,387,387,9,482,1,6.177944
74.6,0.1,4597,6162,7,11649,0,9.362976
84.3,0.88,70,83,7,180,1,5.192957
100.0,1.19,241,241,27,503,1,6.22059
75.1,0.13,368,490,24,987,0,6.89467
100.0,1.53,420,420,14,2964,0,7.994295
100.0,1.85,2103,2103,5,2964,0,7.994295
100.0,1.43,51,51,16,146,1,4.983607
100.0,0.4,176,176,5,176,1,5.170484
100.0,0.66,231,231,5,488,1,6.190315
100.0,1.66,205,205,9,209,0,5.342334
100.0,0.84,214,214,25,258,1,5.552959
100.0,0.46,4474,4474,27,6512,0,8.781402
95.0,0.37,515,542,14,894,1,6.795706
100.0,3.59,193,193,5,309,1,5.733341
99.4,0.58,174,175,7,508,0,6.230482
93.2,0.68,204,219,7,295,1,5.686975
91.6,0.19,327,357,9,500,1,6.214608
100.0,0.58,246,246,6,246,0,5.505332
100.0,0.6,2667,2667,23,17865,1,9.790599
50.7,0.08,336,663,5,705,0,6.558198
91.4,0.56,159,174,6,206,0,5.327876
100.0,0.09,143,143,6,503,1,6.22059
89.9,1.02,240,267,33,895,0,6.796824
71.7,0.34,803,1120,9,1801,0,7.496098
67.8,0.33,99,146,7,203,1,5.313206
66.6,0.41,1116,1676,9,1850,0,7.522941
91.9,0.4,375,408,10,408,0,6.011267
99.2,0.36,122,123,10,123,0,4.812184
88.0,0.54,191,217,8,232,0,5.446737
59.2,0.23,12083,20394,39,27000,0,10.20359
89.0,0.44,12305,13822,31,24510,0,10.10684
100.0,0.95,432,432,41,613,1,6.418365
75.3,0.13,374,497,10,517,0,6.248043
81.3,0.43,883,1086,39,1481,0,7.300473
100.0,0.44,162,162,15,212,1,5.356586
100.0,2.84,482,482,32,716,0,6.57368
95.4,0.48,7124,7469,33,29131,0,10.27956
91.7,0.33,17636,19242,33,29131,0,10.27956
97.2,0.49,172,177,38,689,0,6.535241
79.7,0.5,247,310,24,338,0,5.823046
79.0,0.51,452,572,18,906,1,6.809039
93.3,0.39,181,194,23,239,0,5.476463
94.2,0.54,36552,38798,40,60916,0,11.01725
76.3,0.52,8723,11430,28,19116,0,9.858281
100.0,2.98,957,957,27,3225,1,8.078689
100.0,3.14,1515,1515,40,4838,0,8.484257
77.7,0.46,3262,4199,36,6874,0,8.835502
82.3,0.18,116,141,5,160,0,5.075174
76.1,0.25,38977,51189,9,57279,0,10.95569
82.5,0.53,255,309,7,324,1,5.780744
100.0,0.33,306,306,33,522,0,6.257668
82.7,0.41,1084,1310,25,2388,0,7.778212
91.5,1.32,929,1015,38,2388,0,7.778212
84.2,0.43,133,158,32,2156,0,7.67601
78.0,0.36,578,741,37,979,0,6.886532
100.0,0.55,750,750,13,924,1,6.828712
93.9,0.42,139,148,32,165,1,5.105946
91.1,0.39,2220,2437,16,4036,0,8.303009
100.0,0.64,99,99,16,271,1,5.602119
100.0,1.63,103,103,23,591,0,6.381816
100.0,2.3,89,89,33,456,1,6.122493
100.0,3.98,176,176,24,428,0,6.059123
100.0,1.7,1349,1349,16,2548,1,7.843064
81.3,0.81,87,107,23,243,0,5.493062
100.0,4.38,197,197,19,589,0,6.378426
83.8,0.38,358,427,7,3980,0,8.289037
71.6,1.91,682,953,40,1312,0,7.179308
100.0,0.34,61,61,16,69,1,4.234107
100.0,1.61,1121,1121,25,1745,1,7.46451
99.9,0.95,1004,1005,22,1094,1,6.997596
100.0,0.03,1570,1570,31,31853,1,10.36889
100.0,1.63,582,582,41,12811,0,9.458059
99.8,0.71,2726,2731,25,3133,1,8.049747
90.3,0.53,215,238,6,342,1,5.834811
100.0,0.97,88,88,20,284,1,5.648974
100.0,2.75,378,378,29,477,1,6.167517
90.3,0.35,243,269,29,399,0,5.988961
100.0,1.5,92,92,32,165,1,5.105946
100.0,2.36,135,135,21,135,0,4.905275
100.0,1.79,264,264,21,264,0,5.575949
100.0,0.8,680,680,24,858,0,6.754604
100.0,0.17,4439,4439,7,5179,0,8.552367
70.3,0.45,473,673,9,2549,0,7.843456
100.0,0.44,529,529,7,529,1,6.270988
100.0,1.02,171,171,19,492,1,6.198479
100.0,0.12,330,330,19,330,1,5.799093
91.6,0.75,4511,4926,22,9417,0,9.150271
100.0,1.11,2706,2706,24,3068,1,8.028781
44.1,0.38,1067,2422,7,3473,0,8.152774
100.0,0.57,1251,1251,13,1300,1,7.17012
86.9,0.25,126,145,11,230,0,5.438079
100.0,0.67,270,270,23,474,1,6.161207
100.0,1.66,1167,1167,25,1602,1,7.379008
62.2,0.16,634,1020,7,1020,0,6.927558
77.3,0.35,656,849,7,36962,0,10.51765
76.9,0.19,100,130,7,195,1,5.273
53.1,0.22,220,414,8,1460,0,7.286192
66.5,0.25,179,269,7,269,1,5.594711
100.0,0.29,13518,13518,21,18677,0,9.835048
100.0,2.45,10518,10518,13,19055,1,9.855084
100.0,0.71,43410,43410,42,65151,0,11.08446
100.0,0.28,1539,1539,14,1539,1,7.338888
70.5,0.45,308,437,5,476,1,6.165418
61.5,0.71,2057,3343,19,22026,1,9.999979
90.0,0.45,955,1061,14,1223,1,7.109062
100.0,0.26,492,492,9,526,0,6.265301
100.0,0.53,108,108,8,144,1,4.969813
63.3,0.2,1774,2804,9,8546,0,9.053219
56.7,0.16,2707,4775,7,6740,1,8.815815
100.0,0.96,579,579,16,844,1,6.738153
100.0,1.33,123,123,19,171,1,5.141664
100.0,0.42,111,111,7,158,1,5.062595
68.7,0.16,491,715,7,1012,0,6.919684
93.2,0.5,11420,12249,27,29557,0,10.29408
100.0,0.05,583,583,8,666,1,6.50129
76.4,2.05,223,292,11,333,1,5.808143
88.6,1.28,1640,1852,6,4094,0,8.317278
100.0,1.03,155,155,10,240,1,5.480639
80.6,0.2,228,283,7,385,1,5.953243
100.0,2.31,283,283,8,341,0,5.831882
84.9,0.41,118,139,7,405,1,6.003887
90.5,0.37,12981,14339,40,50697,0,10.83362
100.0,0.27,704,704,17,50697,0,10.83362
100.0,0.08,613,613,22,50697,0,10.83362
100.0,0.37,1075,1075,22,50697,0,10.83362
78.8,0.43,216,274,8,370,1,5.913503
46.9,0.23,307,655,8,655,1,6.484635
91.7,0.16,7673,8364,37,11930,0,9.386811
100.0,1.78,129,129,15,286,0,5.655992
100.0,0.34,119,119,11,152,0,5.02388
88.2,0.4,240,272,16,338,1,5.823046
100.0,0.43,127,127,7,334,1,5.811141
86.3,0.8,594,688,6,929,0,6.834109
61.4,0.21,89,145,8,186,1,5.225747
97.1,0.42,167,172,18,196,1,5.278115
76.3,0.3,297,389,9,569,0,6.343881
86.5,0.4,147,170,23,205,0,5.32301
35.8,0.17,435,1215,5,1517,1,7.32449
74.7,1.13,515,689,6,26052,1,10.16785
100.0,0.86,684,684,13,859,0,6.755769
51.9,0.11,309,595,6,603,1,6.401917
62.0,0.12,455,734,5,910,1,6.813445
78.6,0.54,869,1105,5,1396,1,7.241366
81.8,0.8,270,330,12,398,1,5.986452
28.6,0.18,1172,4101,9,4688,0,8.452762
100.0,0.11,600,600,8,935,0,6.840547
100.0,0.5,446,446,6,468,0,6.148468
100.0,2.41,119,119,12,119,1,4.779123
100.0,0.35,600,600,6,856,1,6.75227
100.0,0.26,199,199,12,661,0,6.493754
100.0,0.24,197,197,30,450,1,6.109248
80.9,0.36,8975,11099,42,12721,0,9.45101
49.2,0.41,493,1003,18,1599,0,7.377134
100.0,2.3,127,127,25,589,1,6.378426
100.0,0.67,202,202,8,202,1,5.308268
75.2,0.39,2949,3921,11,6584,0,8.792397
100.0,1.04,149,149,15,232,1,5.446737
87.4,0.4,209,239,7,1605,0,7.380879
3.0,0.38,1049,34547,8,88975,0,11.39611
84.6,0.44,126,149,9,155,1,5.043425
93.3,0.47,16579,17766,8,70707,0,11.1663
67.2,0.19,240,357,8,2384,0,7.776535
59.9,0.18,1195,1994,8,2384,0,7.776535
100.0,0.4,128,128,15,138,1,4.927254
86.5,0.5,587,679,5,694,0,6.542472
100.0,0.34,126,126,7,241,1,5.484797
100.0,0.19,514,514,9,756,0,6.628041
100.0,4.78,358,358,7,661,1,6.493754
100.0,3.85,237,237,8,317,1,5.758902
100.0,0.31,309,309,33,355,0,5.872118
62.0,0.19,325,524,12,718,0,6.576469
100.0,1.25,2667,2667,16,6344,0,8.755265
98.9,1.27,177,179,5,208,1,5.337538
64.6,0.3,363,562,5,639,1,6.459905
84.1,0.44,143,170,8,279,1,5.631212
14.9,0.22,1011,6801,7,9188,1,9.125653
81.7,0.47,3168,3879,7,10526,0,9.261603
68.3,0.42,112,164,16,262,1,5.568345
100.0,0.4,136,136,12,320,1,5.768321
100.0,2.89,765,765,36,3625,0,8.195609
80.4,0.05,234,291,8,389,1,5.963579
72.6,0.32,3349,4615,8,41406,0,10.63118
100.0,0.61,813,813,7,2413,0,7.788626
90.5,0.39,3261,3603,27,3915,0,8.272571
100.0,0.32,77,77,13,181,0,5.198497
80.6,0.17,489,607,7,1944,0,7.572503
64.4,0.32,2013,3128,7,4561,0,8.425297
73.0,0.33,712,975,13,1148,0,7.045776
85.4,0.48,164,192,27,327,1,5.78996
70.2,0.12,335,477,14,2679,0,7.893199
86.5,0.37,38493,44517,27,88975,0,11.39611
76.4,0.38,26405,34547,27,88975,0,11.39611
100.0,0.87,222,222,28,231,0,5.442418
100.0,0.97,72,72,33,98,1,4.584968
90.8,0.69,45288,49893,26,120000,0,11.67346
77.0,0.44,33430,43428,30,54497,0,10.9059
81.2,1.14,613,755,10,1170,1,7.064759
58.2,0.56,318,546,6,912,1,6.81564
60.9,0.32,227,373,17,434,0,6.073044
94.4,0.12,135,143,6,226,1,5.420535
71.1,0.38,1590,2235,8,9741,1,9.184099
69.8,0.43,268,384,7,492,0,6.198479
65.0,0.36,2456,3776,5,7360,1,8.903815
89.0,0.34,3942,4428,31,4549,0,8.422663
67.0,0.53,293,437,7,628,1,6.44254
87.6,0.36,14890,16996,28,18364,0,9.818148
100.0,0.38,10881,10881,9,29203,0,10.28203
100.0,0.21,5378,5378,48,6561,0,8.788898
100.0,0.54,448,448,6,494,0,6.202536
100.0,3.33,155,155,17,539,1,6.289716
97.9,0.36,5154,5266,16,7324,0,8.898911
72.8,0.46,107,147,8,174,0,5.159055
100.0,1.16,210,210,21,359,0,5.883322
100.0,0.19,117,117,41,135,1,4.905275
100.0,1.86,491,491,34,1171,1,7.065613
100.0,2.76,387,387,40,482,1,6.177944
100.0,0.79,2168,2168,9,2515,0,7.830028
100.0,4.91,102,102,17,154,1,5.036952
87.5,0.29,4298,4911,26,11047,0,9.309915
100.0,0.55,1940,1940,15,2843,0,7.952615
80.6,0.22,150,186,7,289,0,5.666427
60.8,1.25,146,240,8,347,0,5.849325
73.8,0.25,459,622,40,846,0,6.74052
100.0,1.15,806,806,9,1645,1,7.405496
73.7,0.35,143,194,7,505,0,6.224558
92.4,0.35,219,237,33,340,1,5.828946
100.0,1.47,93,93,5,122,0,4.804021
85.0,0.39,734,864,7,986,0,6.893656
100.0,0.99,204,204,9,253,1,5.53339
85.3,0.39,5507,6459,14,28544,0,10.2592
85.8,0.5,11623,13553,24,78182,0,11.2668
89.0,0.5,50985,57288,24,78183,0,11.26681
79.4,0.51,2532,3188,7,78182,0,11.2668
64.3,0.12,2861,4452,11,6359,0,8.757627
91.8,0.31,191,208,10,337,0,5.820083
100.0,0.46,246,246,38,300,1,5.703783
98.4,0.33,932,947,8,1137,1,7.036149
82.6,0.43,152,184,5,223,1,5.407172
84.3,0.94,698,828,16,859,0,6.755769
100.0,1.86,134,134,8,179,1,5.187386
100.0,0.69,7087,7087,18,11643,0,9.36246
70.2,0.5,708,1009,15,1442,1,7.273787
100.0,1.48,108,108,27,365,0,5.899898
95.8,0.4,2184,2280,15,3544,0,8.173012
100.0,0.2,229,229,7,232,1,5.446737
100.0,2.08,94,94,5,147,1,4.990433
100.0,0.76,113,113,9,407,1,6.008813
100.0,0.32,161,161,26,220,1,5.393628
100.0,1.77,126,126,6,216,1,5.375278
79.8,0.42,1769,2218,22,2571,0,7.85205
58.4,0.21,9276,15881,25,18404,0,9.820323
100.0,1.0,176,176,5,650,0,6.476973
100.0,0.4,153,153,8,186,0,5.225747
79.6,0.49,180,226,24,255,0,5.541264
100.0,0.3,1172,1172,12,1384,0,7.232733
100.0,0.79,1172,1172,11,1384,0,7.232733
81.7,0.41,250,306,7,382,0,5.945421
100.0,0.17,232,232,8,385,1,5.953243
100.0,0.17,134,134,7,174,1,5.159055
100.0,0.03,95,95,19,146,1,4.983607
100.0,1.3,129,129,30,236,0,5.463832
100.0,2.18,157,157,8,193,1,5.26269
100.0,0.69,560,560,16,625,1,6.437752
100.0,0.63,23000,23000,9,44450,0,10.70212
100.0,0.64,190,190,9,907,1,6.810143
100.0,0.59,129,129,26,185,1,5.220356
100.0,0.26,254,254,21,295,1,5.686975
100.0,1.6,1542,1542,9,2508,0,7.827241
100.0,0.2,234,234,5,290,1,5.669881
31.4,0.03,922,2933,6,4212,0,8.345693
98.5,0.59,128,130,7,130,1,4.867535
100.0,1.25,770,770,26,823,1,6.712956
100.0,3.7,640,640,8,825,0,6.715384
100.0,0.03,190,190,6,480,1,6.173786
100.0,0.58,402,402,7,629,1,6.444131
73.9,0.18,677,916,6,1026,0,6.933423
100.0,1.0,150,150,9,240,1,5.480639
79.3,0.38,571,720,19,5802,1,8.665958
70.6,0.4,173,245,40,870,1,6.768493
100.0,0.22,102,102,22,115,0,4.744932
69.3,0.76,280,404,27,909,1,6.812345
93.4,0.07,576,617,7,617,0,6.424869
100.0,2.32,318,318,27,319,0,5.765191
84.7,0.38,149,176,7,196,1,5.278115
100.0,0.04,196,196,9,303,1,5.713733
100.0,0.34,1224,1224,12,1805,0,7.498316
100.0,0.14,168,168,19,176,1,5.170484
100.0,0.72,138,138,20,157,1,5.056246
100.0,0.46,186,186,15,212,1,5.356586
94.4,1.51,84,89,12,124,0,4.820282
100.0,0.53,644,644,8,727,0,6.588926
62.5,0.4,95,152,7,315,1,5.752573
53.7,0.09,440,820,8,965,0,6.872128
100.0,0.64,241,241,25,392,1,5.971262
100.0,1.13,268,268,15,464,1,6.139884
100.0,1.06,417,417,24,419,0,6.037871
87.7,1.9,408,465,18,702,0,6.553934
85.7,0.51,180,210,8,214,0,5.365976
100.0,0.38,123,123,6,459,0,6.12905
62.9,1.21,1415,2251,19,18700,1,9.836279
100.0,0.71,240,240,10,318,1,5.762052
100.0,1.34,169,169,21,280,1,5.634789
56.7,0.09,135,238,8,288,1,5.662961
100.0,0.14,640,640,5,837,0,6.729824
100.0,1.93,284,284,18,284,1,5.648974
100.0,0.18,469,469,19,475,0,6.163315
60.3,0.27,232,385,12,423,1,6.047372
21.3,0.38,766,3600,6,4500,1,8.411833
85.7,0.4,699,816,7,1504,0,7.315884
100.0,0.39,225,225,8,519,0,6.251904
100.0,0.72,149,149,16,170,1,5.135798
71.7,0.79,266,371,31,543,0,6.297109
91.7,0.27,144,157,9,505,1,6.224558
100.0,0.69,2351,2351,8,2351,1,7.762596
55.9,0.39,243,435,7,625,0,6.437752
94.2,0.16,373,396,18,608,1,6.410175
100.0,1.61,110,110,21,178,1,5.181784
96.5,0.51,750,777,5,873,0,6.771935
100.0,0.12,100,100,22,186,1,5.225747
87.6,0.66,106,121,5,398,1,5.986452
77.3,0.32,1482,1916,9,22023,0,9.999843
100.0,0.42,103,103,7,417,0,6.033086
100.0,1.88,72,72,19,138,1,4.927254
62.7,0.36,16545,26395,22,39378,0,10.58096
100.0,0.48,256,256,7,431,1,6.066108
100.0,0.32,336,336,7,359,0,5.883322
89.7,0.36,2313,2578,12,4540,0,8.420682
100.0,0.23,621,621,8,720,1,6.579251
100.0,2.37,131,131,13,166,1,5.111988
100.0,0.2,449,449,6,19744,1,9.890605
77.7,0.14,290,373,5,978,1,6.885509
56.8,0.26,643,1132,6,1281,0,7.155396
58.2,0.36,185,318,11,332,1,5.805135
100.0,0.36,240,240,9,300,0,5.703783
100.0,0.94,2031,2031,6,2898,1,7.971776
70.0,0.31,91,130,6,252,1,5.529429
60.1,1.77,101,168,5,359,1,5.883322
100.0,1.16,168,168,21,168,1,5.123964
100.0,1.35,137,137,11,163,1,5.09375
78.1,0.31,3703,4743,5,6994,0,8.852808
78.1,0.31,3703,4743,5,6994,0,8.852808
100.0,0.49,166,166,6,264,1,5.575949
100.0,0.54,100,100,6,124,0,4.820282
100.0,0.59,475,475,8,562,0,6.331502
100.0,0.79,571,571,7,926,0,6.830874
100.0,0.66,764,764,9,830,1,6.721426
92.6,2.31,100,108,8,160,1,5.075174
100.0,1.86,157,157,6,157,1,5.056246
61.7,0.41,513,832,6,979,1,6.886532
55.5,0.09,161,290,5,493,1,6.200509
100.0,0.93,190,190,12,190,1,5.247024
100.0,0.07,128,128,7,182,1,5.204007
100.0,1.96,175,175,9,214,1,5.365976
100.0,1.99,427,427,13,627,1,6.440947
17.4,0.29,265,1524,5,1549,0,7.345365
100.0,0.12,254,254,7,345,1,5.843544
90.8,1.18,1448,1594,21,26052,1,10.16785
100.0,0.28,108,108,6,325,1,5.783825
99.6,0.24,229,230,13,230,1,5.438079
76.4,0.4,2652,3469,8,60258,0,11.00639
43.8,0.2,1372,3130,6,10990,1,9.304741
100.0,0.39,191,191,13,393,1,5.97381
100.0,0.58,110,110,5,211,1,5.351858
79.3,0.43,318,401,9,57065,1,10.95195
100.0,0.9,617,617,10,938,1,6.84375
100.0,0.76,180,180,10,242,1,5.488938
51.5,0.23,177,344,7,419,1,6.037871
88.4,1.26,61,69,8,210,0,5.347107
79.9,0.67,147,184,51,309,0,5.733341
80.8,0.69,101,125,29,309,0,5.733341
92.6,0.59,261,282,6,510,0,6.234411
100.0,1.29,694,694,10,1289,1,7.161622
92.5,0.52,297,321,22,364,1,5.897154
43.3,0.15,384,886,7,1191,1,7.082549
45.8,0.44,1690,3691,7,5865,1,8.676758
67.2,0.19,117,174,6,305,1,5.720312
100.0,0.12,3565,3565,9,3565,1,8.17892
79.3,0.71,107,135,5,216,1,5.375278
78.8,0.46,761,966,8,980,0,6.887553
100.0,0.29,764,764,6,962,0,6.869014
100.0,0.38,113,113,8,185,0,5.220356
50.9,0.52,144,283,9,796,1,6.679599
81.6,0.42,142,174,8,177,1,5.17615
77.6,0.36,222,286,7,381,0,5.9428
93.9,0.5,400,426,8,457,1,6.124683
80.9,0.47,555,686,16,1399,0,7.243513
100.0,0.21,159,159,6,189,1,5.241747
85.8,0.16,1138,1327,18,1328,0,7.191429
100.0,1.01,121,121,6,537,1,6.285998
100.0,0.29,184,184,7,231,1,5.442418
100.0,2.64,207,207,6,259,1,5.556828
100.0,0.52,3405,3405,8,4792,0,8.474703
70.9,0.41,100,141,8,141,1,4.94876
100.0,0.95,183,183,5,223,1,5.407172
100.0,1.04,1590,1590,12,1612,0,7.385231
91.8,0.97,167,182,9,525,1,6.263398
72.1,0.12,202,280,6,1564,0,7.355002
100.0,0.43,98,98,12,167,1,5.117994
74.7,0.39,74,99,8,170,1,5.135798
72.9,0.81,3601,4937,6,7061,0,8.862342
100.0,2.9,110,110,8,129,0,4.859812
63.6,0.34,673,1059,9,2700,1,7.901007
52.7,0.45,196,372,12,486,0,6.186209
83.3,0.03,209,251,8,520,0,6.253829
84.9,0.27,118,139,18,148,0,4.997212
100.0,0.1,129,129,10,132,0,4.882802
70.9,0.5,280,395,5,1777,0,7.482682
68.8,0.38,350,509,5,577,1,6.357842
82.6,0.56,2282,2763,24,4090,0,8.3163
100.0,0.78,15923,15923,26,45000,0,10.71442
100.0,3.1,92,92,26,108,1,4.682131
99.5,0.71,5097,5123,41,8331,1,9.027739
91.9,0.21,203,221,14,241,1,5.484797
68.7,0.19,1762,2566,7,3894,1,8.267192
73.8,0.35,107,145,7,215,0,5.370638
100.0,2.67,1376,1376,13,1376,1,7.226936
78.5,0.31,1772,2256,6,2332,0,7.754481
99.2,0.4,2254,2273,36,18706,0,9.836599
100.0,0.87,193,193,8,193,0,5.26269
79.1,0.51,121,153,8,6951,0,8.846641
81.0,0.98,162,200,7,236,0,5.463832
93.1,0.65,256,275,7,398,0,5.986452
100.0,0.8,417,417,8,459,1,6.12905
68.9,0.6,665,965,6,1603,1,7.379632
100.0,1.73,1086,1086,9,2817,0,7.943428
59.6,0.05,271,455,8,507,0,6.228511
100.0,3.24,2477,2477,30,3523,0,8.167068
52.4,0.31,1392,2659,8,34393,0,10.44561
100.0,0.99,325,325,39,439,1,6.084499
54.9,0.4,203,370,7,521,0,6.25575
100.0,4.02,432,432,34,660,0,6.49224
89.1,1.4,212,238,31,469,1,6.150603
60.6,0.06,829,1367,7,1828,0,7.510978
85.1,0.33,553,650,24,907,0,6.810143
100.0,2.52,142,142,17,197,1,5.283204
100.0,2.27,1928,1928,35,2171,0,7.682943
100.0,0.58,166,166,8,931,1,6.836259
100.0,0.45,2179,2179,24,3187,0,8.066835
